token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
in	in	_	_	_	_	_	_	_	PRE
plateas	platea	_	Plur	_	_	Acc	_	1	NOMcom
effusum	effundo	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	2	VER
assiduis	assiduus	Pos	Plur	_	_	Abl	Com	_	ADJqua
imbribus	imber	_	Plur	_	_	Abl	_	_	NOMcom
perfundi	perfundo	_	_	_	Inf|Pres|Pass	_	_	2	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
persuadere	persuadeo	_	_	_	Inf|Pres|Act	_	_	_	VER
queant	queo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
illis	ille	_	Plur	_	_	Abl	Com	_	PROdem
ut	ut	_	_	_	_	_	_	4	CONsub
se	sui	_	Plur	_	_	Acc	_	1	PROref
subducant	subduco	_	Plur	3	Sub|Pres|Act	_	_	_	VER
pluuiae	pluuia	_	Plur	_	_	Nom	_	_	NOMcom
tectaque	tectum界que	_	Plur	_	_	Acc	_	_	NOMcom
subeant	subeo	_	Plur	3	Sub|Pres|Act	_	_	1	VER

gnari	gnarus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
nihil	nihil	_	_	_	_	Ind	_	_	PROind
profuturos	prosum	_	Plur	_	Par|Fut|Act	Acc	Masc	1	VER
sese	sui	_	Plur	_	_	Acc	_	1	PROref
si	si	_	_	_	_	_	_	2	CONsub
exeant	exeo	_	Plur	3	Sub|Pres|Act	_	_	1	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
ut	ut	_	_	_	_	_	_	4	CONsub
una	una	Pos	_	_	_	_	_	_	ADV
compluantur	compluo	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
semet	sui	_	Plur	_	_	Acc	_	1	PROref
intra	intra	_	_	_	_	_	_	2	PRE
tecta	tectum	_	Plur	_	_	Acc	_	_	NOMcom
continent	contineo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
habentes	habeo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
satis	satis	Pos	_	_	_	_	_	2	ADV
quando	quando	_	_	_	_	_	_	3	CONsub
alienae	alienus	Pos	Sing	_	_	Dat	Fem	2	ADJqua
stultitiae	stultitia	_	Sing	_	_	Dat	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
possunt	possum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
mederi	medeor	_	_	_	Inf|Pres|Dep	_	_	_	VER
si	si	_	_	_	_	_	_	2	CONsub
ipsi	ipse	_	Plur	_	_	Nom	Masc	_	PROdem
saltem	saltem	Pos	_	_	_	_	_	_	ADV
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
tuto	tutum	_	Sing	_	_	Abl	_	_	NOMcom

quamquam	quamquam	_	_	_	_	_	_	2	CONsub
profecto	profecto	Pos	_	_	_	_	_	_	ADV
mi	meus	_	Sing	_	_	Voc	Masc	_	PROpos
More	Morus	_	Sing	_	_	Voc	_	_	NOMpro
ut	ut	_	_	_	_	_	_	4	CONsub
ea	is	_	Plur	_	_	Acc	Neut	_	PROdem
uere	uere	Pos	_	_	_	_	_	_	ADV
dicam	dico	_	Sing	1	Sub|Pres|Act	_	_	2	VER
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
meus	meus	_	Sing	_	_	Nom	Masc	_	PROpos
animus	animus	_	Sing	_	_	Nom	_	_	NOMcom
fert	fero	_	Sing	3	Ind|Pres|Act	_	_	_	VER
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
uidetur	uideo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
ubicumque	ubicumque	_	_	_	_	_	_	2	ADV
priuatae	priuatus	Pos	Plur	_	_	Nom	Fem	_	ADJqua
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
possessiones	possessio	_	Plur	_	_	Nom	_	_	NOMcom
ubi	ubi	_	_	_	_	_	_	1	ADVrel
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
pecuniis	pecunia	_	Plur	_	_	Dat	_	_	NOMcom
metiuntur	metior	_	Plur	3	Ind|Pres|Dep	_	_	_	VER
ibi	ibi	Pos	_	_	_	_	_	_	ADV
uix	uix	Pos	_	_	_	_	_	_	ADV
umquam	umquam	Pos	_	_	_	_	_	_	ADV
posse	possum	_	_	_	Inf|Pres|Act	_	_	1	VER
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
cum	cum	_	_	_	_	_	_	2	PRE
republica	respublica	_	Sing	_	_	Abl	_	_	NOMcom
aut	aut	_	_	_	_	_	_	_	CONcoo
iuste	iuste	Pos	_	_	_	_	_	_	ADV
agatur	ago	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
prospere	prospere	Pos	_	_	_	_	_	_	ADV
nisi	nisi	_	_	_	_	_	_	_	CONsub
uel	uel	Pos	_	_	_	_	_	2	CONcoo
ibi	ibi	Pos	_	_	_	_	_	_	ADV
sentias	sentio	_	Sing	2	Sub|Pres|Act	_	_	_	VER
agi	ago	_	_	_	Inf|Pres|Pass	_	_	_	VER
iuste	iuste	Pos	_	_	_	_	_	_	ADV
ubi	ubi	_	_	_	_	_	_	3	CONsub
optima	bonus	Sup	Plur	_	_	Nom	Neut	_	ADJqua
quaeque	quisque	_	Plur	_	_	Nom	Neut	2	PROind
perueniunt	peruenio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
pessimos	malus	Sup	Plur	_	_	Acc	Masc	3	ADJqua
uel	uel	_	_	_	_	_	_	2	CONcoo
ibi	ibi	Pos	_	_	_	_	_	_	ADV
feliciter	feliciter	Pos	_	_	_	_	_	_	ADV
ubi	ubi	_	_	_	_	_	_	3	CONsub
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
diuiduntur	diuido	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
paucissimos	paucus	Sup	Plur	_	_	Acc	Masc	_	ADJqua
nec	nec	_	_	_	_	_	_	2	CONcoo
illos	ille	_	Plur	_	_	Acc	Masc	_	PROdem
habitos	habeo	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
undecumque	undecumque	Pos	_	_	_	_	_	2	ADV
commode	commode	Pos	_	_	_	_	_	_	ADV
ceteris	ceteri	_	Plur	_	_	Abl	_	_	NOMcom
uero	uero	_	_	_	_	_	_	4	CONcoo
plane	plane	Pos	_	_	_	_	_	_	ADV
miseris	miser	Pos	Plur	_	_	Abl	Com	_	ADJqua

quam	qui	_	Sing	_	_	Acc	Fem	1	PROint
ob	ob	_	_	_	_	_	_	_	PRE
rem	res	_	Sing	_	_	Acc	_	_	NOMcom
cum	cum	_	_	_	_	_	_	2	CONsub
apud	apud	_	_	_	_	_	_	_	PRE
animum	animus	_	Sing	_	_	Acc	_	_	NOMcom
meum	meus	_	Sing	_	_	Acc	MascNeut	_	PROpos
reputo	reputo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
prudentissima	prudens	Sup	Plur	_	_	Nom	Neut	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
sanctissima	sanctus	Sup	Plur	_	_	Nom	Neut	_	ADJqua
instituta	institutum	_	Plur	_	_	Nom	_	_	NOMcom
Utopiensium	Utopiensis	_	Plur	_	_	Gen	_	_	ADJqua
apud	apud	_	_	_	_	_	_	_	PRE
quos	qui	_	Plur	_	_	Acc	Masc	1	PROrel
tam	tam	Pos	_	_	_	_	_	_	ADV
paucis	paucus	Pos	Plur	_	_	Abl	Com	_	ADJqua
legibus	lex	_	Plur	_	_	Abl	_	_	NOMcom
tam	tam	Pos	_	_	_	_	_	_	ADV
commode	commode	Pos	_	_	_	_	_	_	ADV
res	res	_	Plur	_	_	Nom	_	_	NOMcom
administrantur	administro	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
et	et	_	_	_	_	_	_	2	CONcoo
uirtuti	uirtus	_	Sing	_	_	Dat	_	_	NOMcom
pretium	pretium	_	Sing	_	_	Nom	_	_	NOMcom
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
et	et	_	_	_	_	_	_	2	CONcoo
tamen	tamen	Pos	_	_	_	_	_	_	ADV
aequatis	aequo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
rebus	res	_	Plur	_	_	Abl	_	_	NOMcom
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
abundent	abundo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
omnibus	omnis	_	Plur	_	_	Dat	Com	_	PROind
tum	tum	Pos	_	_	_	_	_	_	ADV
ubi	ubi	_	_	_	_	_	_	3	CONsub
his	hic	_	Plur	_	_	Dat	Com	1	PROdem
eorum	is	_	Plur	_	_	Gen	MascNeut	_	PROdem
moribus	mos	_	Plur	_	_	Abl	_	_	NOMcom
ex	ex	_	_	_	_	_	_	_	PRE
aduerso	aduersum	_	Sing	_	_	Abl	_	_	NOMcom
comparo	comparo	_	Sing	1	Ind|Pres|Act	_	_	2	VER
tot	tot	_	_	_	_	Ind	_	_	PROdem
nationes	natio	_	Plur	_	_	Acc	_	1	NOMcom
alias	alius	_	Plur	_	_	Acc	Fem	_	ADV
semper	semper	Pos	_	_	_	_	_	_	ADV
ordinantes	ordino	_	Plur	_	Par|Pres|Act	Acc	MascFem	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
ullam	ullus	_	Sing	_	_	Acc	Fem	_	PROind
satis	satis	Pos	_	_	_	_	_	2	ADV
ordinatam	ordinatus	_	Sing	_	Par|Perf|Pass	Acc	Fem	_	ADJqua
umquam	umquam	Pos	_	_	_	_	_	_	ADV
earum	is	_	Plur	_	_	Gen	Fem	_	PROdem
omnium	omnis	_	Plur	_	_	Gen	Com	_	PROind
in	in	_	_	_	_	_	_	_	PRE
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
quisque	quisque	_	Sing	_	_	Nom	MascFem	2	PROind
nactus	nanciscor	_	Sing	_	Par|Perf|Dep	Nom	Masc	_	VER
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
suum	suus	_	Sing	_	_	Acc	MascNeut	_	PROpos.ref
uocat	uoco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
priuatum	priuatus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
tam	tam	Pos	_	_	_	_	_	_	ADV
multae	multus	Pos	Plur	_	_	Nom	Fem	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
dies	dies	_	Plur	_	_	Acc	_	_	NOMcom
conditae	condo	_	Plur	_	Par|Perf|Pass	Nom	Fem	_	VER
leges	lex	_	Plur	_	_	Nom	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
sufficiunt	sufficio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
uel	uel	_	_	_	_	_	_	2	CONcoo
ut	ut	_	_	_	_	_	_	4	CONsub
consequatur	consequor	_	Sing	3	Sub|Pres|Dep	_	_	_	VER
quisquam	quisquam	_	Sing	_	_	Nom	MascFem	_	PROind
uel	uel	_	_	_	_	_	_	2	CONcoo
ut	ut	_	_	_	_	_	_	4	CONsub
tueatur	tueor	_	Sing	3	Sub|Pres|Dep	_	_	_	VER
uel	uel	_	_	_	_	_	_	2	CONcoo
ut	ut	_	_	_	_	_	_	4	CONsub
satis	satis	Pos	_	_	_	Ind	_	2	ADV
internoscat	internosco	_	Sing	3	Sub|Pres|Act	_	_	_	VER
ab	ab	_	_	_	_	_	_	_	PRE
alieno	alienus	Pos	Sing	_	_	Abl	MascNeut	2	ADJqua
illud	ille	_	Sing	_	_	Acc	MascNeut	_	PROdem
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
suum	suus	_	Sing	_	_	Acc	MascNeut	_	PROpos.ref
inuicem	inuicem	Pos	_	_	_	_	_	_	ADV
quisque	quisque	_	Sing	_	_	Nom	MascFem	2	PROind
priuatum	priuatus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
nominat	nomino	_	Sing	3	Ind|Pres|Act	_	_	_	VER
id	is	_	Sing	_	_	Nom	Neut	_	PROdem
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
facile	facile	Pos	_	_	_	_	_	_	ADV
indicant	indico	_	Plur	3	Ind|Pres|Act	_	_	1	VER
infinita	infinitus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
illa	ille	_	Plur	_	_	Nom	Neut	_	PROdem
tam	tam	Pos	_	_	_	_	_	_	ADV
assidue	assidue	Pos	_	_	_	_	_	_	ADV
nascentia	nascor	_	Plur	_	Par|Pres|Dep	Nom	Neut	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
numquam	numquam	_	_	_	_	_	_	_	ADVneg
finienda	finio	_	Plur	_	Adj|_|Pass	Nom	Neut	_	VER
litigia	litigium	_	Plur	_	_	Nom	_	_	NOMcom

haec	hic	_	Plur	_	_	Acc	Neut	1	PROdem
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
dum	dum	_	_	_	_	_	_	2	CONsub
apud	apud	_	_	_	_	_	_	_	PRE
me	ego	_	Sing	_	_	Acc	_	_	PROper
considero	considero	_	Sing	1	Ind|Pres|Act	_	_	_	VER
aequior	aequus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
Platoni	Plato	_	Sing	_	_	Dat	_	_	NOMpro
fio	fio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
minusque	parum界que	Comp	_	_	_	_	_	2	ADV
demiror	demiror	_	Sing	1	Ind|Pres|Dep	_	_	_	VER
dedignatum	dedignor	_	Sing	_	Par|Perf|Dep	Acc	MascNeut	_	VER
illis	ille	_	Plur	_	_	Dat	Com	_	PROdem
leges	lex	_	Plur	_	_	Acc	_	_	NOMcom
ferre	fero	_	_	_	Inf|Pres|Act	_	_	_	VER
ullas	ullus	_	Plur	_	_	Acc	Fem	_	PROind
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
recusabant	recuso	_	Plur	3	Ind|Impa|Act	_	_	_	VER
eas	is	_	Plur	_	_	Acc	Fem	_	PROdem
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
ex	ex	_	_	_	_	_	_	_	PRE
aequo	aequum	_	Sing	_	_	Abl	_	_	NOMcom
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
partirentur	partior	_	Plur	3	Sub|Impa|Dep	_	_	_	VER
commoda	commodum	_	Plur	_	_	Acc	_	1	NOMcom

siquidem	siquidem	_	_	_	_	_	_	_	CONsub
facile	facile	Pos	_	_	_	_	_	_	ADV
praeuidit	praeuideo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
homo	homo	_	Sing	_	_	Nom	_	_	NOMcom
prudentissimus	prudens	Sup	Sing	_	_	Nom	Masc	_	ADJqua
unam	unus	_	Sing	_	_	Acc	Fem	_	ADJcar
atque	atque	_	_	_	_	_	_	1	CONcoo
unicam	unicus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
illam	ille	_	Sing	_	_	Acc	Fem	_	PROdem
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
uiam	uia	_	Sing	_	_	Acc	_	_	NOMcom
ad	ad	_	_	_	_	_	_	2	PRE
salutem	salus	_	Sing	_	_	Acc	_	_	NOMcom
publicam	publicus	Pos	Sing	_	_	Acc	Fem	2	ADJqua
si	si	_	_	_	_	_	_	2	CONsub
rerum	res	_	Plur	_	_	Gen	_	_	NOMcom
indicatur	indico	_	Sing	3	Ind|Pres|Pass	_	_	1	VER
aequalitas	aequalitas	_	Sing	_	_	Nom	_	_	NOMcom
quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
nescio	nescio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
an	an	_	_	_	_	_	_	_	ADVint
umquam	umquam	Pos	_	_	_	_	_	_	ADV
possit	possum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
obseruari	obseruo	_	_	_	Inf|Pres|Pass	_	_	_	VER
ubi	ubi	_	_	_	_	_	_	1	ADVrel
sua	suus	_	Plur	_	_	Nom	Neut	_	PROpos.ref
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
singulorum	singulus	_	Plur	_	_	Gen	MascNeut	_	ADJdis
propria	proprius	Pos	Plur	_	_	Nom	Neut	_	ADJqua

nam	nam	_	_	_	_	_	_	_	CONcoo
cum	cum	_	_	_	_	_	_	3	CONsub
certis	certus	Pos	Plur	_	_	Abl	Com	_	ADJqua
titulis	titulus	_	Plur	_	_	Abl	_	_	NOMcom
quisque	quisque	_	Sing	_	_	Nom	MascFem	2	PROind
quantum	quantum	_	Sing	_	_	Acc	MascNeut	1	PROrel
potest	possum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ad	ad	_	_	_	_	_	_	2	PRE
se	sui	_	Sing	_	_	Acc	_	1	PROref
conuertit	conuerto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
quantacumque	quantuscumque	_	Sing	_	_	Nom	Fem	1	PROrel
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
rerum	res	_	Plur	_	_	Gen	_	_	NOMcom
copia	copia	_	Sing	_	_	Nom	_	_	NOMcom
eam	is	_	Sing	_	_	Acc	Fem	_	PROdem
omnem	omnis	_	Sing	_	_	Acc	MascFem	_	PROind
pauci	pauci	_	Plur	_	_	Nom	_	_	NOMcom
inter	inter	_	_	_	_	_	_	_	PRE
se	sui	_	Plur	_	_	Acc	_	1	PROref
partiti	partior	_	Plur	_	Par|Perf|Dep	Nom	Masc	_	VER
reliquis	reliqui	_	Plur	_	_	Dat	_	_	NOMcom
relinquunt	relinquo	_	Plur	3	Ind|Pres|Act	_	_	_	VER
inopiam	inopia	_	Sing	_	_	Acc	_	_	NOMcom
fereque	fere界que	Pos	_	_	_	_	_	_	ADV
accidit	accido	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
alteri	alter	_	Plur	_	_	Nom	Masc	_	PROind
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
alterorum	alter	_	Plur	_	_	Gen	MascNeut	_	PROind
sorte	sors	_	Sing	_	_	Abl	_	_	NOMcom
dignissimi	dignus	Sup	Plur	_	_	Nom	Masc	_	ADJqua
cum	cum	_	_	_	_	_	_	3	CONsub
illi	ille	_	Plur	_	_	Nom	Masc	_	PROdem
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
rapaces	rapax	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
improbi	improbus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
inutiles	inutilis	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
contra	contra	Pos	_	_	_	_	_	1	ADV
hi	hic	_	Plur	_	_	Nom	Masc	1	PROdem
modesti	modestus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
uiri	uir	_	Plur	_	_	Nom	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
simplices	simplex	Pos	Plur	_	_	Nom	MascFem	_	ADJmul
et	et	_	_	_	_	_	_	2	CONcoo
cotidiana	cotidianus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
industria	industria	_	Sing	_	_	Abl	_	_	NOMcom
in	in	_	_	_	_	_	_	_	PRE
publicum	publicum	_	Sing	_	_	Acc	_	_	NOMcom
quam	quam	_	_	_	_	_	_	1	ADVrel
in	in	_	_	_	_	_	_	_	PRE
semet	sui	_	Sing	_	_	Acc	_	1	PROref
benigniores	benignus	Comp	Plur	_	_	Nom	MascFem	_	ADJqua

adeo	adeo	Pos	_	_	_	_	_	2	ADV
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
certe	certe	Pos	_	_	_	_	_	_	ADV
persuadeo	persuadeo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
res	res	_	Sing	_	_	Acc	_	_	NOMcom
aequabili	aequabilis	Pos	Sing	_	_	Abl	Com	_	ADJqua
ac	ac	_	_	_	_	_	_	1	CONcoo
iusta	iustus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
aliqua	aliquis	_	Sing	_	_	Abl	Fem	_	PROind
ratione	ratio	_	Sing	_	_	Abl	_	_	NOMcom
distribui	distribuo	_	_	_	Inf|Pres|Pass	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
feliciter	feliciter	Pos	_	_	_	_	_	_	ADV
agi	ago	_	_	_	Inf|Pres|Pass	_	_	_	VER
cum	cum	_	_	_	_	_	_	2	PRE
rebus	res	_	Plur	_	_	Abl	_	_	NOMcom
mortalium	mortalis	_	Plur	_	_	Gen	_	1	NOMcom
nisi	nisi	_	_	_	_	_	_	_	CONsub
sublata	tollo	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
prorsus	prorsus	Pos	_	_	_	_	_	2	ADV
proprietate	proprietas	_	Sing	_	_	Abl	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
posse	possum	_	_	_	Inf|Pres|Act	_	_	1	VER

sed	sed	_	_	_	_	_	_	_	CONcoo
manente	maneo	_	Sing	_	Par|Pres|Act	Abl	Com	_	VER
illa	ille	_	Sing	_	_	Abl	Fem	_	PROdem
mansuram	maneo	_	Sing	_	Par|Fut|Act	Acc	Fem	_	VER
semper	semper	Pos	_	_	_	_	_	_	ADV
apud	apud	_	_	_	_	_	_	_	PRE
multo	multo	Pos	_	_	_	_	_	2	ADV
maximam	magnus	Sup	Sing	_	_	Acc	Fem	_	ADJqua
multoque	multo界que	Pos	_	_	_	_	_	2	ADV
optimam	bonus	Sup	Sing	_	_	Acc	Fem	_	ADJqua
hominum	homo	_	Plur	_	_	Gen	_	_	NOMcom
partem	pars	_	Sing	_	_	Acc	_	_	NOMcom
egestatis	egestas	_	Sing	_	_	Gen	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
erumnarum	aerumna	_	Plur	_	_	Gen	_	_	NOMcom
anxiam	anxius	Pos	Sing	_	_	Acc	Fem	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
ineuitabilem	ineuitabilis	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
sarcinam	sarcina	_	Sing	_	_	Acc	_	_	NOMcom

quam	quam	_	_	_	_	_	_	1	PROrel
ut	ut	_	_	_	_	_	_	4	CONsub
fateor	fateor	_	Sing	1	Ind|Pres|Dep	_	_	_	VER
leuari	leuo	_	_	_	Inf|Pres|Pass	_	_	1	VER
aliquantulum	aliquantulum	_	_	_	_	_	_	2	ADV
posse	possum	_	_	_	Inf|Pres|Act	_	_	1	VER
sic	sic	Pos	_	_	_	_	_	_	ADV
tolli	tollo	_	_	_	Inf|Pres|Pass	_	_	_	VER
plane	plane	Pos	_	_	_	_	_	_	ADV
contendo	contendo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
posse	possum	_	_	_	Inf|Pres|Act	_	_	1	VER

nempe	nempe	Pos	_	_	_	_	_	_	ADV
si	si	_	_	_	_	_	_	2	CONsub
statuatur	statuo	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
ne	ne	_	_	_	_	_	_	4	CONsub
quis	quis	_	Sing	_	_	Nom	MascFem	2	PROind
supra	supra	_	_	_	_	_	_	2	PRE
certum	certus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
agri	ager	_	Sing	_	_	Gen	_	_	NOMcom
modum	modus	_	Sing	_	_	Acc	_	_	NOMcom
possideat	possideo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
uti	ut	_	_	_	_	_	_	4	CONsub
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
legitimus	legitimus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
cuique	quisque	_	Sing	_	_	Dat	Com	2	PROind
census	census	_	Sing	_	_	Nom	_	_	NOMcom
pecuniae	pecunia	_	Sing	_	_	Gen	_	_	NOMcom
si	si	_	_	_	_	_	_	2	CONsub
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
legibus	lex	_	Plur	_	_	Abl	_	_	NOMcom
quibusdam	quidam	_	Plur	_	_	Abl	Com	_	PROind
cautum	caueo	_	Sing	_	Par|Perf|Pass	Nom	Neut	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
neque	neque	_	_	_	_	_	_	_	CONcoo
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
princeps	princeps	_	Sing	_	_	Nom	_	1	NOMcom
nimium	nimium	Pos	_	_	_	_	_	2	ADV
potens	potens	Pos	Sing	_	_	Nom	Com	_	ADJqua
neque	neque	_	_	_	_	_	_	_	CONcoo
populus	populus	_	Sing	_	_	Nom	_	1	NOMcom
nimis	nimis	Pos	_	_	_	_	_	_	ADV
insolens	insolens	Pos	Sing	_	_	Nom	Com	_	ADJqua
tum	tum	Pos	_	_	_	_	_	_	ADV
magistratus	magistratus	_	Plur	_	_	Nom	_	_	NOMcom
ne	ne	_	_	_	_	_	_	4	CONsub
ambiantur	ambio	_	Plur	3	Sub|Pres|Pass	_	_	_	VER
neu	neue	_	_	_	_	_	_	2	CONsub
dentur	do	_	Plur	3	Sub|Pres|Pass	_	_	_	VER
uenum	uenum	_	Sing	_	_	Acc	_	_	NOMcom
aut	aut	_	_	_	_	_	_	_	CONcoo
sumptus	sumptus	_	Plur	_	_	Acc	_	2	NOMcom
in	in	_	_	_	_	_	_	_	PRE
illis	ille	_	Plur	_	_	Abl	Com	_	PROdem
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
necesse	necesse	Pos	_	_	_	Ind	_	_	ADJqua
alioquin	alioqui	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
occasio	occasio	_	Sing	_	_	Nom	_	_	NOMcom
datur	do	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
per	per	_	_	_	_	_	_	_	PRE
fraudem	fraus	_	Sing	_	_	Acc	_	_	NOMcom
ac	ac	_	_	_	_	_	_	1	CONcoo
rapinas	rapina	_	Plur	_	_	Acc	_	1	NOMcom
sarciendae	sarcio	_	Sing	_	Adj|_|Pass	Gen	Fem	_	VER
pecuniae	pecunia	_	Sing	_	_	Gen	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
fit	fio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
necessitas	necessitas	_	Sing	_	_	Nom	_	_	NOMcom
eis	is	_	Plur	_	_	Dat	Com	_	PROdem
muneribus	munus	_	Plur	_	_	Dat	_	_	NOMcom
praeficiendi	praeficio	_	Sing	_	Ger|_|Act	Gen	_	_	VER
diuites	diues	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
quae	qui	_	Plur	_	_	Nom	Neut	1	PROrel
potius	potius	Pos	_	_	_	_	_	_	ADV
fuerant	sum	_	Plur	3	Ind|Pqp|Act	_	_	1	VER
administranda	administro	_	Plur	_	Adj|_|Pass	Nom	Neut	_	VER
prudentibus	prudens	Pos	Plur	_	_	Dat	Com	_	ADJqua

talibus	talis	_	Plur	_	_	Abl	Com	_	PROdem
inquam	inquio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
